bonferroni_p_value,bootstrap_lower,bootstrap_upper,data_source,economic_result_basis,execution_cost_block,family,largest_contribution,losses,matched_events,matched_matches,mean_pnl,net_pnl,numeric_provenance,object,pnl_without_largest,q_value,raw_p_value,reject_reason,rule_id,sample_count,selection_eligible,time_interval,unit,wins
1.0,-51.853874999999995,21.13035,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,563,1685,1685,-0.009062611275964385,-15.270499999999988,OBSERVED_VALUE,all_training_conditions,-14.355499999999996,0.9720775371442447,0.789021097890211,FDR_NOT_SIGNIFICANT,current_price_ge_0.5__and__path_low_lt_0.9875,1,False,UNKNOWN,record,1122
1.0,-49.42113750000001,22.919174999999992,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.925,553,1678,1678,-0.007606376638855783,-12.763500000000004,OBSERVED_VALUE,all_training_conditions,-11.838499999999996,0.9720775371442447,0.7543245675432457,FDR_NOT_SIGNIFICANT,current_price_ge_0.5__and__realized_volatility_ge_0,1,False,UNKNOWN,record,1125
1.0,-48.242749999999994,6.455399999999991,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.925,330,920,920,-0.023008695652173883,-21.167999999999974,OBSERVED_VALUE,all_training_conditions,-20.243,0.9830077598300776,0.9341065893410659,FDR_NOT_SIGNIFICANT,current_price_ge_0.5__and__realized_volatility_ge_0.0138682417455,1,False,UNKNOWN,record,590
1.0,-33.655525000000004,7.684149999999997,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.905,196,509,509,-0.025668958742632635,-13.06550000000001,OBSERVED_VALUE,all_training_conditions,-12.1605,0.9799762880854771,0.8926107389261074,FDR_NOT_SIGNIFICANT,current_price_ge_0.5__and__realized_volatility_ge_0.0332983334177,1,False,UNKNOWN,record,313
1.0,-9.105675000000002,13.112862499999995,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.81,52,142,142,0.015200704225352095,2.1584999999999974,OBSERVED_VALUE,all_training_conditions,2.9684999999999993,0.9720775371442447,0.34406559344065596,FDR_NOT_SIGNIFICANT,current_price_ge_0.5__and__realized_volatility_ge_0.0694710322181,1,False,UNKNOWN,record,90
,,,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,,0,0,0,,0.0,OBSERVED_VALUE,all_training_conditions,0.0,,,ZERO_MATCHES,current_price_ge_0.5__and__realized_volatility_ge_2.32041788338,1,False,UNKNOWN,record,0
1.0,-16.0897125,31.753962499999997,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.91,223,758,758,0.011087730870712397,8.404499999999997,OBSERVED_VALUE,all_training_conditions,9.314500000000002,0.9720775371442447,0.24517548245175483,FDR_NOT_SIGNIFICANT,current_price_ge_0.5__and__realized_volatility_lt_0.0138682417455,1,False,UNKNOWN,record,535
1.0,-27.97691249999999,30.040949999999967,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.925,357,1169,1169,0.00025834046193326857,0.30199999999999094,OBSERVED_VALUE,all_training_conditions,1.2269999999999996,0.9720775371442447,0.49375062493750627,FDR_NOT_SIGNIFICANT,current_price_ge_0.5__and__realized_volatility_lt_0.0332983334177,1,False,UNKNOWN,record,812
1.0,-49.89017499999999,19.30331249999997,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.925,501,1536,1536,-0.009714843749999974,-14.92199999999996,OBSERVED_VALUE,all_training_conditions,-13.997000000000005,0.9720775371442447,0.7978202179782021,FDR_NOT_SIGNIFICANT,current_price_ge_0.5__and__realized_volatility_lt_0.0694710322181,1,False,UNKNOWN,record,1035
1.0,-49.20354999999997,23.229624999999956,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.925,553,1678,1678,-0.007606376638855783,-12.763500000000004,OBSERVED_VALUE,all_training_conditions,-11.838499999999996,0.9720775371442447,0.752024797520248,FDR_NOT_SIGNIFICANT,current_price_ge_0.5__and__realized_volatility_lt_2.32041788338,1,False,UNKNOWN,record,1125
1.0,-51.785,21.545699999999993,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,563,1686,1686,-0.00904982206405693,-15.257999999999985,OBSERVED_VALUE,all_training_conditions,-14.343,0.9720775371442447,0.7963203679632037,FDR_NOT_SIGNIFICANT,current_price_ge_0.5__and__relative_change_ge_-0.00186219739292,1,False,UNKNOWN,record,1123
1.0,-51.79971249999999,20.47984999999996,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,563,1686,1686,-0.00904982206405693,-15.257999999999985,OBSERVED_VALUE,all_training_conditions,-14.343,0.9720775371442447,0.7972202779722027,FDR_NOT_SIGNIFICANT,current_price_ge_0.5__and__relative_change_ge_-0.0747663551402,1,False,UNKNOWN,record,1123
1.0,-52.90168749999999,21.48093749999999,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,563,1686,1686,-0.00904982206405693,-15.257999999999985,OBSERVED_VALUE,all_training_conditions,-14.343,0.9720775371442447,0.7994200579942006,FDR_NOT_SIGNIFICANT,current_price_ge_0.5__and__relative_change_ge_-0.708333333333,1,False,UNKNOWN,record,1123
1.0,-21.144212499999995,7.550525,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.881,91,262,262,-0.025688931297709917,-6.730499999999998,OBSERVED_VALUE,all_training_conditions,-5.849500000000001,0.9799762880854771,0.817918208179182,FDR_NOT_SIGNIFICANT,current_price_ge_0.5__and__relative_change_ge_0.0633802816901,1,False,UNKNOWN,record,171
,,,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,,0,0,0,,0.0,OBSERVED_VALUE,all_training_conditions,0.0,,,ZERO_MATCHES,current_price_ge_0.5__and__relative_change_ge_1.81481481481,1,False,UNKNOWN,record,0
1.0,-37.16261249999999,8.16976249999999,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.895,225,607,607,-0.023406919275123575,-14.20800000000001,OBSERVED_VALUE,all_training_conditions,-13.312999999999999,0.9799762880854771,0.8949105089491051,FDR_NOT_SIGNIFICANT,current_price_ge_0.5__and__relative_change_lt_-0.00186219739292,1,False,UNKNOWN,record,382
1.0,-16.79099999999999,4.829100000000001,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.805,56,126,126,-0.04623015873015874,-5.825000000000001,OBSERVED_VALUE,all_training_conditions,-5.020000000000001,0.9799762880854771,0.8593140685931406,FDR_NOT_SIGNIFICANT,current_price_ge_0.5__and__relative_change_lt_-0.0747663551402,1,False,UNKNOWN,record,70
1.0,-51.986,20.973037499999997,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,563,1686,1686,-0.00904982206405693,-15.257999999999985,OBSERVED_VALUE,all_training_conditions,-14.343,0.9720775371442447,0.791920807919208,FDR_NOT_SIGNIFICANT,current_price_ge_0.5__and__relative_change_lt_0.0633802816901,1,False,UNKNOWN,record,1123
1.0,-51.59151249999999,21.684012500000005,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,563,1686,1686,-0.00904982206405693,-15.257999999999985,OBSERVED_VALUE,all_training_conditions,-14.343,0.9720775371442447,0.7971202879712029,FDR_NOT_SIGNIFICANT,current_price_ge_0.5__and__relative_change_lt_1.81481481481,1,False,UNKNOWN,record,1123
1.0,-11.614775,24.8336375,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,market_level,-0.915,112,613,613,0.0110929853181077,6.800000000000019,OBSERVED_VALUE,all_training_conditions,7.714999999999998,0.9720775371442447,0.23327667233276672,FDR_NOT_SIGNIFICANT,current_price_ge_0.725,1,False,UNKNOWN,record,501
1.0,-11.690274999999998,24.594112499999998,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,112,613,613,0.0110929853181077,6.800000000000019,OBSERVED_VALUE,all_training_conditions,7.714999999999998,0.9720775371442447,0.23847615238476152,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__absolute_change_ge_-0.0025,1,False,UNKNOWN,record,501
1.0,-12.493725,25.043349999999993,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,112,613,613,0.0110929853181077,6.800000000000019,OBSERVED_VALUE,all_training_conditions,7.714999999999998,0.9720775371442447,0.24217578242175783,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__absolute_change_ge_-0.055,1,False,UNKNOWN,record,501
1.0,-12.350187499999997,24.927125,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,112,613,613,0.0110929853181077,6.800000000000019,OBSERVED_VALUE,all_training_conditions,7.714999999999998,0.9720775371442447,0.23607639236076391,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__absolute_change_ge_-0.455,1,False,UNKNOWN,record,501
1.0,-6.188024999999999,8.119374999999994,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.881,17,96,96,0.010989583333333325,1.0549999999999993,OBSERVED_VALUE,all_training_conditions,1.9360000000000002,0.9720775371442447,0.38786121387861217,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__absolute_change_ge_0.05,1,False,UNKNOWN,record,79
1.0,0.22499999999999998,0.22499999999999998,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,0.22499999999999998,0,1,1,0.22499999999999998,0.22499999999999998,OBSERVED_VALUE,all_training_conditions,0.0,0.9720775371442447,0.49935006499350065,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__absolute_change_ge_0.455,1,False,UNKNOWN,record,1
1.0,-10.671674999999997,8.477674999999996,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.895,31,153,153,-0.0047875816993464115,-0.7325000000000009,OBSERVED_VALUE,all_training_conditions,0.1624999999999992,0.9720775371442447,0.565043495650435,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__absolute_change_lt_-0.0025,1,False,UNKNOWN,record,122
1.0,-6.635124999999999,1.130249999999996,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.855,6,15,15,-0.179,-2.685,OBSERVED_VALUE,all_training_conditions,-1.83,0.9830077598300776,0.9083091690830917,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__absolute_change_lt_-0.055,1,False,UNKNOWN,record,9
1.0,-10.949125000000004,23.556024999999998,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,101,564,564,0.011265957446808528,6.35400000000001,OBSERVED_VALUE,all_training_conditions,7.268999999999999,0.9720775371442447,0.24037596240375964,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__absolute_change_lt_0.05,1,False,UNKNOWN,record,463
1.0,-12.113449999999991,24.987524999999998,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,112,612,612,0.010743464052287608,6.575000000000016,OBSERVED_VALUE,all_training_conditions,7.489999999999999,0.9720775371442447,0.24627537246275372,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__absolute_change_lt_0.455,1,False,UNKNOWN,record,500
1.0,-8.436274999999997,25.258624999999995,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.925,95,563,563,0.015024866785079942,8.459000000000007,OBSERVED_VALUE,all_training_conditions,9.384000000000004,0.9720775371442447,0.15878412158784122,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__elapsed_seconds_ge_-23,1,False,UNKNOWN,record,468
1.0,-7.833050000000003,26.257525,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.925,95,567,567,0.01680599647266314,9.529000000000002,OBSERVED_VALUE,all_training_conditions,10.454,0.9720775371442447,0.14228577142285773,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__elapsed_seconds_ge_-38,1,False,UNKNOWN,record,472
1.0,-11.876075000000002,24.875112499999997,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,112,613,613,0.0110929853181077,6.800000000000019,OBSERVED_VALUE,all_training_conditions,7.714999999999998,0.9720775371442447,0.23317668233176683,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__elapsed_seconds_ge_-4388,1,False,UNKNOWN,record,501
1.0,-9.813512500000002,25.345449999999982,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.925,99,577,577,0.01358492201039861,7.838499999999998,OBSERVED_VALUE,all_training_conditions,8.7635,0.9720775371442447,0.1917808219178082,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__elapsed_seconds_ge_-52,1,False,UNKNOWN,record,478
1.0,-9.014512500000002,25.006437499999983,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.925,95,563,563,0.014856127886323282,8.364000000000008,OBSERVED_VALUE,all_training_conditions,9.289000000000003,0.9720775371442447,0.1653834616538346,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__elapsed_seconds_ge_300,1,False,UNKNOWN,record,468
1.0,-13.344837499999997,20.97341249999999,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,96,534,534,0.007705992509363309,4.115000000000007,OBSERVED_VALUE,all_training_conditions,5.029999999999999,0.9720775371442447,0.3153684631536846,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__elapsed_seconds_lt_-23,1,False,UNKNOWN,record,438
1.0,-15.589812499999999,18.604124999999996,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,94,512,512,0.003962890624999988,2.0289999999999937,OBSERVED_VALUE,all_training_conditions,2.9439999999999973,0.9720775371442447,0.41005899410058994,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__elapsed_seconds_lt_-38,1,False,UNKNOWN,record,418
1.0,-13.2831875,17.5871,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,79,430,430,0.005434883720930228,2.336999999999998,OBSERVED_VALUE,all_training_conditions,3.2519999999999993,0.9720775371442447,0.37766223377662234,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__elapsed_seconds_lt_-52,1,False,UNKNOWN,record,351
1.0,-12.654187500000006,21.206112499999993,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,97,541,541,0.007966728280961196,4.310000000000008,OBSERVED_VALUE,all_training_conditions,5.2250000000000005,0.9720775371442447,0.30726927307269275,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__elapsed_seconds_lt_300,1,False,UNKNOWN,record,444
1.0,-11.003649999999999,17.535062499999995,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.905,69,367,367,0.010028610354223425,3.6804999999999968,OBSERVED_VALUE,all_training_conditions,4.5855000000000015,0.9720775371442447,0.31486851314868514,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__level_eq_ATP,1,False,UNKNOWN,record,298
1.0,-8.961112499999997,14.195599999999997,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,43,246,246,0.012680894308943088,3.1194999999999995,OBSERVED_VALUE,all_training_conditions,4.0344999999999995,0.9720775371442447,0.30426957304269575,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__level_eq_WTA,1,False,UNKNOWN,record,203
1.0,-11.975237499999999,25.1081375,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,112,613,613,0.0110929853181077,6.800000000000019,OBSERVED_VALUE,all_training_conditions,7.714999999999998,0.9720775371442447,0.24227577242275772,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__path_high_ge_0.0125,1,False,UNKNOWN,record,501
1.0,-11.864749999999994,24.890437499999994,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,112,613,613,0.0110929853181077,6.800000000000019,OBSERVED_VALUE,all_training_conditions,7.714999999999998,0.9720775371442447,0.23727627237276272,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__path_high_ge_0.2905,1,False,UNKNOWN,record,501
1.0,-11.607874999999995,24.5616375,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,112,613,613,0.0110929853181077,6.800000000000019,OBSERVED_VALUE,all_training_conditions,7.714999999999998,0.9720775371442447,0.23177682231776822,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__path_high_ge_0.51,1,False,UNKNOWN,record,501
1.0,-6.778224999999994,28.845012499999992,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,99,584,584,0.019151541095890436,11.184500000000014,OBSERVED_VALUE,all_training_conditions,12.099499999999999,0.9720775371442447,0.10698930106989302,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__path_high_ge_0.7315,1,False,UNKNOWN,record,485
1.0,0.01100000000000001,0.01100000000000001,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,0.01100000000000001,0,1,1,0.01100000000000001,0.01100000000000001,OBSERVED_VALUE,all_training_conditions,0.0,0.9720775371442447,0.49275072492750727,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__path_high_ge_0.989,1,False,UNKNOWN,record,1
,,,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,,0,0,0,,0.0,OBSERVED_VALUE,all_training_conditions,0.0,,,ZERO_MATCHES,current_price_ge_0.725__and__path_high_lt_0.2905,1,False,UNKNOWN,record,0
,,,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,,0,0,0,,0.0,OBSERVED_VALUE,all_training_conditions,0.0,,,ZERO_MATCHES,current_price_ge_0.725__and__path_high_lt_0.51,1,False,UNKNOWN,record,0
1.0,-8.8895,3.137000000000001,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.73,16,48,48,-0.05978125000000003,-2.8695000000000013,OBSERVED_VALUE,all_training_conditions,-2.139499999999999,0.9720775371442447,0.7971202879712029,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__path_high_lt_0.7315,1,False,UNKNOWN,record,32
1.0,-12.17395,24.939049999999998,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,112,613,613,0.0110929853181077,6.800000000000019,OBSERVED_VALUE,all_training_conditions,7.714999999999998,0.9720775371442447,0.23647635236476353,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__path_high_lt_0.989,1,False,UNKNOWN,record,501
1.0,-11.823099999999997,25.264137499999997,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,112,613,613,0.0110929853181077,6.800000000000019,OBSERVED_VALUE,all_training_conditions,7.714999999999998,0.9720775371442447,0.23997600239976002,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__path_low_ge_0.011,1,False,UNKNOWN,record,501
1.0,-12.1027625,24.928724999999993,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,112,613,613,0.0110929853181077,6.800000000000019,OBSERVED_VALUE,all_training_conditions,7.714999999999998,0.9720775371442447,0.22957704229577042,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__path_low_ge_0.2665,1,False,UNKNOWN,record,501
1.0,-12.943599999999998,24.21513749999999,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,112,611,611,0.010327332242225885,6.310000000000016,OBSERVED_VALUE,all_training_conditions,7.2250000000000005,0.9720775371442447,0.25747425257474255,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__path_low_ge_0.49,1,False,UNKNOWN,record,499
1.0,-12.617325000000001,22.618675,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,101,562,562,0.009820284697508917,5.519000000000012,OBSERVED_VALUE,all_training_conditions,6.433999999999997,0.9720775371442447,0.2653734626537346,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__path_low_ge_0.7095,1,False,UNKNOWN,record,461
1.0,0.012499999999999956,0.012499999999999956,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,0.012499999999999956,0,1,1,0.012499999999999956,0.012499999999999956,OBSERVED_VALUE,all_training_conditions,0.0,0.9720775371442447,0.49805019498050196,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__path_low_ge_0.9875,1,False,UNKNOWN,record,1
,,,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,,0,0,0,,0.0,OBSERVED_VALUE,all_training_conditions,0.0,,,ZERO_MATCHES,current_price_ge_0.725__and__path_low_lt_0.2665,1,False,UNKNOWN,record,0
1.0,0.5399999999999999,1.005,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,0.265,0,4,4,0.20124999999999998,0.8049999999999999,OBSERVED_VALUE,all_training_conditions,0.5399999999999999,0.9720775371442447,0.06369363063693631,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__path_low_lt_0.49,1,False,UNKNOWN,record,4
1.0,-5.093012500000001,7.788662499999998,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.845,14,68,68,0.02574264705882352,1.7504999999999993,OBSERVED_VALUE,all_training_conditions,2.5954999999999995,0.9720775371442447,0.30246975302469753,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__path_low_lt_0.7095,1,False,UNKNOWN,record,54
1.0,-11.738537499999998,24.862587499999993,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.915,112,612,612,0.01109068627450983,6.7875000000000165,OBSERVED_VALUE,all_training_conditions,7.7025,0.9720775371442447,0.23677632236776322,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__path_low_lt_0.9875,1,False,UNKNOWN,record,500
1.0,-9.7705625,24.581699999999998,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.925,95,561,561,0.014160427807486636,7.944000000000003,OBSERVED_VALUE,all_training_conditions,8.869,0.9720775371442447,0.18368163183681632,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__realized_volatility_ge_0,1,False,UNKNOWN,record,466
1.0,-8.156637499999997,16.542749999999987,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.925,48,270,270,0.017057407407407403,4.605499999999998,OBSERVED_VALUE,all_training_conditions,5.530499999999999,0.9720775371442447,0.22907709229077092,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__realized_volatility_ge_0.0138682417455,1,False,UNKNOWN,record,222
1.0,-8.957937499999996,7.6416499999999985,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.905,22,104,104,-0.00404326923076924,-0.420500000000001,OBSERVED_VALUE,all_training_conditions,0.48449999999999993,0.9720775371442447,0.5384461553844615,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__realized_volatility_ge_0.0332983334177,1,False,UNKNOWN,record,82
1.0,-3.3942249999999987,3.293524999999999,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.81,4,22,22,0.008477272727272717,0.18649999999999978,OBSERVED_VALUE,all_training_conditions,0.9964999999999996,0.9720775371442447,0.44995500449955006,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__realized_volatility_ge_0.0694710322181,1,False,UNKNOWN,record,18
,,,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,,0,0,0,,0.0,OBSERVED_VALUE,all_training_conditions,0.0,,,ZERO_MATCHES,current_price_ge_0.725__and__realized_volatility_ge_2.32041788338,1,False,UNKNOWN,record,0
1.0,-8.799474999999997,14.845687499999997,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.91,47,291,291,0.011472508591065285,3.3384999999999976,OBSERVED_VALUE,all_training_conditions,4.248499999999999,0.9720775371442447,0.300969903009699,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__realized_volatility_lt_0.0138682417455,1,False,UNKNOWN,record,244
1.0,-6.913637499999998,23.091149999999995,ResearchRun,GROSS_REFERENCE_PROXY,BLOCK_DATA_FEE_SLIPPAGE_LIQUIDITY,pairwise,-0.925,73,457,457,0.018303063457330414,8.3645,OBSERVED_VALUE,all_training_conditions,9.289499999999999,0.9720775371442447,0.13738626137386262,FDR_NOT_SIGNIFICANT,current_price_ge_0.725__and__realized_volatility_lt_0.0332983334177,1,False,UNKNOWN,record,384
